PREVIOUS,CURRENT,COUNTER
manipulation,mentale,7
n’eut,pas,7
Ça,fait,7
qui,s’était,7
mon,enfant,7
un,regard,7
elle,irait,7
je,pourrai,7
autour,de vous,7
Mais,il,7
une,photo,7
Ça,va,7
c’est,moi,7
ma,tête,7
je,fais,7
toujours,pas,7
me,mets,7
elles,ne,7
s’il,te,7
avec,qui,7
ce,qu’ils,7
je,dis,7
cette,fois,7
vous,ai,7
ce,livre,7
peux,plus,7
quelques,jours,7
tant,que,7
son,livre,7
je,suppose,7
Vous,pouvez,7
le,bon,7
encore,bien,7
fait,que,7
lui,faire,7
comme,les,7
dixsept,heures,7
la bizarre,l’anormale,7
qui,n’a,7
qui,nous,7
Oui,je,7
était,si,7
deux,ans,7
comment,estce,7
qui,devait,7
plus,rien,7
de lui,faire,7
lui,était,7
C’est,la première,7
Au,contraire,7
Je,n’avais,7
voulait,pas,7
pas,très,7
tout,à fait,7
elle,passa,7
dans le,monde,7
une,seule,7
ne,voulait,7
je,n’y,7
Quand,elle,7
nous,a,7
Non,je,7
vers mon,cours,7
Même,si,7
le,froid,7
me,dis,7
ses,parents,7
ce,dont,7
avaient,été,7
a,fait,7
se,passait,7
chaque,jour,7
plus,facile,7
de mon,frère,7
Je,m’en,7
son,visage,7
sont,tous,7
qui,venait,7
Mes,parents,7
Si,elle,7
deux,amies,7
mieux,que,7
lui,fit,7
son,petit,7
ça,Je,7
sur mon,lit,7
Lire,aussi,7
Cet,exercice,7
miroir,elle,7
le,mensonge,7
qu’il,faut,7
tu,crois,7
le,reste,7
dans le,jardin,7
vous,le,7
Les,deux,7
Elles,sont,7
a,bien,7
Non,pas,7
son,travail,7
et que,je,7
n’arrive,pas,7
si,le,7
tu,dois,7
mon,cœur,7
Personne,ne,7
peu,de temps,7
ma,conscience,7
Brian,est,7
bien,Je,7
a,longtemps,7
ne,les,7
Lily,et Siana,7
était,un,7
Si,seulement,7
tous,ses,7
avec,mes,7
donne,un,7
Lily,lui,7
avait,un,7
quart,d’heure,7
pas,avoir,7
cette,technique,7
beaucoup,de mal,7
sa,vie,7
qui,y,7
où,les,7
lui,aussi,7
les,traits,7
jusqu’à,ce,7
me,remémore,7
avec,votre,7
une,femme,7
une,autre,7
tous,deux,7
ma,chère,7
si,ce,7
suppose,que,7
avait,prévu,7
toutes,ces,7
encore,une,7
les,bras,7
