PREVIOUS,CURRENT,count(1)
nouilles sautées,boeuf,1
nouilles sautées,paulet,1
nouilles sautées,aux légumes,1
nouilles sautées,crevettes,1
nouilles sautées,porc,1
nouilles sautées,aux crevettes,1
nouilles sautées,nature,1
