PREVIOUS,CURRENT,count(1)
bo,bun,1
boeuf,à la sauce,1
boeuf,curry,1
boeuf,korma,1
boeuf,aux champignons,1
boeuf,roquette,1
boeuf,sauce,1
boeuf,aux oignons,1
boeuf,madras,1
boeuf,vindaloo,1
boeuf,au curry,1
boeuf,balti,1
boeuf,kashmir,1
boeuf,gingembre,1
