PREVIOUS,CURRENT,count(1)
pizza,diavola,2
pizza,mortadella,1
pizza,parma,1
pizza,toscane,1
pizza,cremosa,1
pizza,chitarra,1
pizza,zucchine,1
pizza,rustica,1
pizza,ravioli,1
pizza,margherita,1
pizza,marchesi,1
pizza,cesaroni,1
pizza,carciofina,1
pizza,napolitain,1
pizza,boscaiola,1
pizza,sauce,1
pizza,au lardon,1
pizza,bufflonne,1
